district_code,shelter_type,max_people,max_days
322,school,9359,14
322,college,5878,21
322,marriage_hall,3617,7
322,community_hall,2921,10
322,school,45194,14
322,college,28401,21
322,marriage_hall,17536,7
322,community_hall,14177,10
323,school,33194,14
323,college,20843,21
323,marriage_hall,12816,7
323,community_hall,10346,10
323,school,29620,14
323,college,18598,21
323,marriage_hall,11434,7
323,community_hall,9230,10
323,school,3573,14
323,college,2244,21
323,marriage_hall,1382,7
323,community_hall,1116,10
324,school,40878,14
324,college,25668,21
324,marriage_hall,15784,7
324,community_hall,12742,10
324,school,40352,14
324,college,25338,21
324,marriage_hall,15581,7
324,community_hall,12578,10
324,school,526,14
324,college,330,21
324,marriage_hall,203,7
324,community_hall,164,10
325,school,39956,14
325,college,25090,21
325,marriage_hall,15429,7
325,community_hall,12456,10
325,school,37550,14
325,college,23578,21
325,marriage_hall,14497,7
325,community_hall,11703,10
325,school,2406,14
325,college,1511,21
325,marriage_hall,931,7
325,community_hall,752,10
326,school,35797,14
326,college,22478,21
326,marriage_hall,13824,7
326,community_hall,11161,10
326,school,34169,14
326,college,21456,21
326,marriage_hall,13194,7
326,community_hall,10651,10
326,school,1627,14
326,college,1022,21
326,marriage_hall,630,7
326,community_hall,509,10
327,school,79741,14
327,college,50082,21
327,marriage_hall,30832,7
327,community_hall,24900,10
327,school,48304,14
327,college,30338,21
327,marriage_hall,18676,7
327,community_hall,15083,10
327,school,31436,14
327,college,19744,21
327,marriage_hall,12155,7
327,community_hall,9817,10
328,school,167938,14
328,college,105504,21
328,marriage_hall,65039,7
328,community_hall,52552,10
328,school,121875,14
328,college,76562,21
328,marriage_hall,47187,7
328,community_hall,38125,10
328,school,46063,14
328,college,28941,21
328,marriage_hall,17851,7
328,community_hall,14427,10
329,school,122749,14
329,college,77134,21
329,marriage_hall,47612,7
329,community_hall,38489,10
329,school,110126,14
329,college,69201,21
329,marriage_hall,42712,7
329,community_hall,34528,10
329,school,12622,14
329,college,7932,21
329,marriage_hall,4899,7
329,community_hall,3961,10
330,school,129370,14
330,college,81235,21
330,marriage_hall,49952,7
330,community_hall,40325,10
330,school,113781,14
330,college,71446,21
330,marriage_hall,43932,7
330,community_hall,35465,10
330,school,15588,14
330,college,9788,21
330,marriage_hall,6019,7
330,community_hall,4859,10
331,school,72997,14
331,college,45870,21
331,marriage_hall,28315,7
331,community_hall,22890,10
331,school,62687,14
331,college,39391,21
331,marriage_hall,24313,7
331,community_hall,19654,10
331,school,10309,14
331,college,6479,21
331,marriage_hall,4001,7
331,community_hall,3235,10
332,school,172258,14
332,college,108191,21
332,marriage_hall,66608,7
332,community_hall,53795,10
332,school,148900,14
332,college,93521,21
332,marriage_hall,57581,7
332,community_hall,46505,10
332,school,23358,14
332,college,14669,21
332,marriage_hall,9027,7
332,community_hall,7289,10
333,school,307713,14
333,college,193302,21
333,marriage_hall,119123,7
333,community_hall,96240,10
333,school,247417,14
333,college,155439,21
333,marriage_hall,95836,7
333,community_hall,77440,10
333,school,60296,14
333,college,37862,21
333,marriage_hall,23286,7
333,community_hall,18800,10
334,school,152364,14
334,college,95739,21
334,marriage_hall,59079,7
334,community_hall,47754,10
334,school,132850,14
334,college,83478,21
334,marriage_hall,51518,7
334,community_hall,41643,10
334,school,19514,14
334,college,12260,21
334,marriage_hall,7561,7
334,community_hall,6110,10
335,school,334666,14
335,college,210248,21
335,marriage_hall,129610,7
335,community_hall,104727,10
335,school,201643,14
335,college,126697,21
335,marriage_hall,78161,7
335,community_hall,63172,10
335,school,133022,14
335,college,83551,21
335,marriage_hall,51449,7
335,community_hall,41555,10
336,school,225188,14
336,college,141512,21
336,marriage_hall,87372,7
336,community_hall,70637,10
336,school,162398,14
336,college,102051,21
336,marriage_hall,62997,7
336,community_hall,50927,10
336,school,62789,14
336,college,39461,21
336,marriage_hall,24374,7
336,community_hall,19709,10
337,school,435621,14
337,college,273731,21
337,marriage_hall,168936,7
337,community_hall,136558,10
337,school,186003,14
337,college,116872,21
337,marriage_hall,72110,7
337,community_hall,58284,10
337,school,249618,14
337,college,156858,21
337,marriage_hall,96826,7
337,community_hall,78274,10
338,school,240077,14
338,college,150852,21
338,marriage_hall,93086,7
338,community_hall,75241,10
338,school,147348,14
338,college,92580,21
338,marriage_hall,57111,7
338,community_hall,46158,10
338,school,92729,14
338,college,58271,21
338,marriage_hall,35975,7
338,community_hall,29083,10
339,school,155370,14
339,college,97585,21
339,marriage_hall,60085,7
339,community_hall,48528,10
339,school,142393,14
339,college,89434,21
339,marriage_hall,55062,7
339,community_hall,44470,10
339,school,12977,14
339,college,8151,21
339,marriage_hall,5022,7
339,community_hall,4057,10
340,school,125721,14
340,college,78931,21
340,marriage_hall,48494,7
340,community_hall,39136,10
340,school,109709,14
340,college,68878,21
340,marriage_hall,42318,7
340,community_hall,34152,10
340,school,16012,14
340,college,10052,21
340,marriage_hall,6175,7
340,community_hall,4983,10
341,school,209921,14
341,college,131864,21
341,marriage_hall,81241,7
341,community_hall,65629,10
341,school,76906,14
341,college,48311,21
341,marriage_hall,29769,7
341,community_hall,24050,10
341,school,133014,14
341,college,83552,21
341,marriage_hall,51471,7
341,community_hall,41579,10
342,school,195241,14
342,college,122666,21
342,marriage_hall,75649,7
342,community_hall,61134,10
342,school,195241,14
342,college,122666,21
342,marriage_hall,75649,7
342,community_hall,61134,10
343,school,353196,14
343,college,221861,21
343,marriage_hall,136679,7
343,community_hall,110412,10
343,school,262441,14
343,college,164837,21
343,marriage_hall,101498,7
343,community_hall,81978,10
343,school,90755,14
343,college,57023,21
343,marriage_hall,35180,7
343,community_hall,28434,10
344,school,256062,14
344,college,160852,21
344,marriage_hall,99114,7
344,community_hall,80072,10
344,school,224773,14
344,college,141198,21
344,marriage_hall,87004,7
344,community_hall,70289,10
344,school,31288,14
344,college,19654,21
344,marriage_hall,12110,7
344,community_hall,9783,10
345,school,220547,14
345,college,138538,21
345,marriage_hall,85351,7
345,community_hall,68949,10
345,school,194958,14
345,college,122466,21
345,marriage_hall,75457,7
345,community_hall,60959,10
345,school,25589,14
345,college,16071,21
345,marriage_hall,9893,7
345,community_hall,7990,10
346,school,56731,14
346,college,35616,21
346,marriage_hall,21879,7
346,community_hall,17656,10
346,school,53746,14
346,college,33742,21
346,marriage_hall,20728,7
346,community_hall,16727,10
346,school,2985,14
346,college,1874,21
346,marriage_hall,1150,7
346,community_hall,928,10
347,school,44449,14
347,college,27894,21
347,marriage_hall,17101,7
347,community_hall,13790,10
347,school,41766,14
347,college,26211,21
347,marriage_hall,16069,7
347,community_hall,12958,10
347,school,2682,14
347,college,1683,21
347,marriage_hall,1032,7
347,community_hall,832,10
348,school,30392,14
348,college,19068,21
348,marriage_hall,11673,7
348,community_hall,9408,10
348,school,24375,14
348,college,15292,21
348,marriage_hall,9358,7
348,community_hall,7542,10
348,school,6016,14
348,college,3775,21
348,marriage_hall,2314,7
348,community_hall,1866,10
349,school,103766,14
349,college,65102,21
349,marriage_hall,39854,7
349,community_hall,32121,10
349,school,94908,14
349,college,59543,21
349,marriage_hall,36447,7
349,community_hall,29374,10
349,school,8858,14
349,college,5558,21
349,marriage_hall,3406,7
349,community_hall,2746,10
350,school,63648,14
350,college,39945,21
350,marriage_hall,24495,7
350,community_hall,19755,10
350,school,52615,14
350,college,33020,21
350,marriage_hall,20247,7
350,community_hall,16329,10
350,school,11032,14
350,college,6924,21
350,marriage_hall,4247,7
350,community_hall,3426,10
351,school,56346,14
351,college,35375,21
351,marriage_hall,21732,7
351,community_hall,17538,10
351,school,53592,14
351,college,33646,21
351,marriage_hall,20671,7
351,community_hall,16682,10
351,school,2754,14
351,college,1728,21
351,marriage_hall,1060,7
351,community_hall,855,10
352,school,49428,14
352,college,31034,21
352,marriage_hall,19074,7
352,community_hall,15395,10
352,school,42576,14
352,college,26733,21
352,marriage_hall,16431,7
352,community_hall,13263,10
352,school,6851,14
352,college,4301,21
352,marriage_hall,2642,7
352,community_hall,2132,10
353,school,38751,14
353,college,24333,21
353,marriage_hall,14964,7
353,community_hall,12081,10
353,school,35849,14
353,college,22511,21
353,marriage_hall,13844,7
353,community_hall,11177,10
353,school,2901,14
353,college,1821,21
353,marriage_hall,1119,7
353,community_hall,904,10
354,school,114985,14
354,college,72182,21
354,marriage_hall,44323,7
354,community_hall,35763,10
354,school,48129,14
354,college,30212,21
354,marriage_hall,18549,7
354,community_hall,14966,10
354,school,66856,14
354,college,41970,21
354,marriage_hall,25774,7
354,community_hall,20797,10
355,school,88416,14
355,college,55507,21
355,marriage_hall,34094,7
355,community_hall,27512,10
355,school,46239,14
355,college,29028,21
355,marriage_hall,17829,7
355,community_hall,14387,10
355,school,42177,14
355,college,26478,21
355,marriage_hall,16264,7
355,community_hall,13125,10
356,school,19801,14
356,college,12431,21
356,marriage_hall,7635,7
356,community_hall,6161,10
356,school,17338,14
356,college,10884,21
356,marriage_hall,6685,7
356,community_hall,5395,10
356,school,2462,14
356,college,1546,21
356,marriage_hall,949,7
356,community_hall,766,10
357,school,98910,14
357,college,62117,21
357,marriage_hall,38224,7
357,community_hall,30865,10
357,school,44045,14
357,college,27664,21
357,marriage_hall,17035,7
357,community_hall,13759,10
357,school,54865,14
357,college,34452,21
357,marriage_hall,21189,7
357,community_hall,17106,10
358,school,82976,14
358,college,52084,21
358,marriage_hall,31968,7
358,community_hall,25789,10
358,school,73337,14
358,college,46034,21
358,marriage_hall,28258,7
358,community_hall,22798,10
358,school,9639,14
358,college,6049,21
358,marriage_hall,3709,7
358,community_hall,2991,10
359,school,31079,14
359,college,19508,21
359,marriage_hall,11971,7
359,community_hall,9657,10
359,school,28854,14
359,college,18111,21
359,marriage_hall,11113,7
359,community_hall,8964,10
359,school,2225,14
359,college,1397,21
359,marriage_hall,858,7
359,community_hall,692,10
360,school,73951,14
360,college,46409,21
360,marriage_hall,28455,7
360,community_hall,22947,10
360,school,62199,14
360,college,39034,21
360,marriage_hall,23931,7
360,community_hall,19298,10
360,school,11751,14
360,college,7375,21
360,marriage_hall,4523,7
360,community_hall,3648,10
361,school,40668,14
361,college,25529,21
361,marriage_hall,15676,7
361,community_hall,12648,10
361,school,22701,14
361,college,14250,21
361,marriage_hall,8747,7
361,community_hall,7057,10
361,school,17966,14
361,college,11279,21
361,marriage_hall,6928,7
361,community_hall,5591,10
362,school,56982,14
362,college,35786,21
362,marriage_hall,22021,7
362,community_hall,17782,10
362,school,53114,14
362,college,33357,21
362,marriage_hall,20529,7
362,community_hall,16578,10
362,school,3868,14
362,college,2428,21
362,marriage_hall,1491,7
362,community_hall,1203,10
363,school,33970,14
363,college,21328,21
363,marriage_hall,13107,7
363,community_hall,10579,10
363,school,30716,14
363,college,19285,21
363,marriage_hall,11851,7
363,community_hall,9565,10
363,school,3254,14
363,college,2043,21
363,marriage_hall,1255,7
363,community_hall,1013,10
364,school,125111,14
364,college,78550,21
364,marriage_hall,48269,7
364,community_hall,38957,10
364,school,71170,14
364,college,44685,21
364,marriage_hall,27463,7
364,community_hall,22166,10
364,school,53941,14
364,college,33865,21
364,marriage_hall,20805,7
364,community_hall,16790,10
365,school,22830,14
365,college,14334,21
365,marriage_hall,8807,7
365,community_hall,7108,10
365,school,20895,14
365,college,13119,21
365,marriage_hall,8060,7
365,community_hall,6505,10
365,school,1935,14
365,college,1215,21
365,marriage_hall,747,7
365,community_hall,603,10
366,school,43843,14
366,college,27520,21
366,marriage_hall,16890,7
366,community_hall,13625,10
366,school,41054,14
366,college,25769,21
366,marriage_hall,15815,7
366,community_hall,12758,10
366,school,2788,14
366,college,1750,21
366,marriage_hall,1075,7
366,community_hall,867,10
367,school,25757,14
367,college,16172,21
367,marriage_hall,9939,7
367,community_hall,8022,10
367,school,23915,14
367,college,15016,21
367,marriage_hall,9229,7
367,community_hall,7449,10
367,school,1841,14
367,college,1156,21
367,marriage_hall,710,7
367,community_hall,573,10
368,school,64624,14
368,college,40578,21
368,marriage_hall,24951,7
368,community_hall,20142,10
368,school,55231,14
368,college,34680,21
368,marriage_hall,21322,7
368,community_hall,17212,10
368,school,9392,14
368,college,5898,21
368,marriage_hall,3628,7
368,community_hall,2929,10
369,school,45920,14
369,college,28838,21
369,marriage_hall,17745,7
369,community_hall,14329,10
369,school,34766,14
369,college,21833,21
369,marriage_hall,13435,7
369,community_hall,10848,10
369,school,11154,14
369,college,7005,21
369,marriage_hall,4310,7
369,community_hall,3480,10
370,school,64804,14
370,college,40734,21
370,marriage_hall,25181,7
370,community_hall,20367,10
370,school,58287,14
370,college,36639,21
370,marriage_hall,22656,7
370,community_hall,18326,10
370,school,6517,14
370,college,4094,21
370,marriage_hall,2525,7
370,community_hall,2040,10
371,school,25221,14
371,college,15848,21
371,marriage_hall,9781,7
371,community_hall,7906,10
371,school,15197,14
371,college,9551,21
371,marriage_hall,5899,7
371,community_hall,4770,10
371,school,10023,14
371,college,6296,21
371,marriage_hall,3881,7
371,community_hall,3136,10
372,school,45387,14
372,college,28523,21
372,marriage_hall,17613,7
372,community_hall,14240,10
372,school,32011,14
372,college,20119,21
372,marriage_hall,12430,7
372,community_hall,10051,10
372,school,13376,14
372,college,8404,21
372,marriage_hall,5182,7
372,community_hall,4188,10
373,school,13632,14
373,college,8567,21
373,marriage_hall,5291,7
373,community_hall,4278,10
373,school,12656,14
373,college,7953,21
373,marriage_hall,4912,7
373,community_hall,3971,10
373,school,976,14
373,college,613,21
373,marriage_hall,379,7
373,community_hall,306,10
374,school,90924,14
374,college,57127,21
374,marriage_hall,35234,7
374,community_hall,28475,10
374,school,58901,14
374,college,37008,21
374,marriage_hall,22830,7
374,community_hall,18451,10
374,school,32023,14
374,college,20118,21
374,marriage_hall,12404,7
374,community_hall,10023,10
375,school,78148,14
375,college,49096,21
375,marriage_hall,30268,7
375,community_hall,24457,10
375,school,67173,14
375,college,42201,21
375,marriage_hall,26017,7
375,community_hall,21023,10
375,school,10974,14
375,college,6894,21
375,marriage_hall,4250,7
375,community_hall,3434,10
376,school,109583,14
376,college,68855,21
376,marriage_hall,42486,7
376,community_hall,34340,10
376,school,101214,14
376,college,63598,21
376,marriage_hall,39244,7
376,community_hall,31721,10
376,school,8368,14
376,college,5257,21
376,marriage_hall,3241,7
376,community_hall,2619,10
377,school,100816,14
377,college,63343,21
377,marriage_hall,39071,7
377,community_hall,31577,10
377,school,89850,14
377,college,56455,21
377,marriage_hall,34828,7
377,community_hall,28148,10
377,school,10965,14
377,college,6887,21
377,marriage_hall,4243,7
377,community_hall,3428,10
378,school,64848,14
378,college,40721,21
378,marriage_hall,25045,7
378,community_hall,20220,10
378,school,56881,14
378,college,35720,21
378,marriage_hall,21973,7
378,community_hall,17741,10
378,school,7966,14
378,college,5001,21
378,marriage_hall,3071,7
378,community_hall,2478,10
379,school,62443,14
379,college,39228,21
379,marriage_hall,24180,7
379,community_hall,19537,10
379,school,58861,14
379,college,36979,21
379,marriage_hall,22799,7
379,community_hall,18423,10
379,school,3582,14
379,college,2249,21
379,marriage_hall,1381,7
379,community_hall,1114,10
380,school,49398,14
380,college,31037,21
380,marriage_hall,19145,7
380,community_hall,15472,10
380,school,44344,14
380,college,27861,21
380,marriage_hall,17183,7
380,community_hall,13887,10
380,school,5054,14
380,college,3176,21
380,marriage_hall,1961,7
380,community_hall,1585,10
381,school,113666,14
381,college,71403,21
381,marriage_hall,44000,7
381,community_hall,35547,10
381,school,81978,14
381,college,51505,21
381,marriage_hall,31761,7
381,community_hall,25667,10
381,school,31687,14
381,college,19898,21
381,marriage_hall,12238,7
381,community_hall,9880,10
382,school,79205,14
382,college,49758,21
382,marriage_hall,30670,7
382,community_hall,24781,10
382,school,73363,14
382,college,46088,21
382,marriage_hall,28410,7
382,community_hall,22955,10
382,school,5841,14
382,college,3669,21
382,marriage_hall,2260,7
382,community_hall,1825,10
383,school,51902,14
383,college,32613,21
383,marriage_hall,20127,7
383,community_hall,16269,10
383,school,46813,14
383,college,29417,21
383,marriage_hall,18157,7
383,community_hall,14677,10
383,school,5089,14
383,college,3196,21
383,marriage_hall,1969,7
383,community_hall,1591,10
384,school,55408,14
384,college,34816,21
384,marriage_hall,21483,7
384,community_hall,17365,10
384,school,46436,14
384,college,29179,21
384,marriage_hall,18006,7
384,community_hall,14555,10
384,school,8971,14
384,college,5636,21
384,marriage_hall,3476,7
384,community_hall,2809,10
385,school,41936,14
385,college,26352,21
385,marriage_hall,16268,7
385,community_hall,13151,10
385,school,38484,14
385,college,24184,21
385,marriage_hall,14932,7
385,community_hall,12072,10
385,school,3451,14
385,college,2168,21
385,marriage_hall,1335,7
385,community_hall,1079,10
386,school,97480,14
386,college,61233,21
386,marriage_hall,37728,7
386,community_hall,30479,10
386,school,50403,14
386,college,31656,21
386,marriage_hall,19488,7
386,community_hall,15739,10
386,school,47076,14
386,college,29576,21
386,marriage_hall,18240,7
386,community_hall,14740,10
387,school,73458,14
387,college,46140,21
387,marriage_hall,28419,7
387,community_hall,22955,10
387,school,62049,14
387,college,38976,21
387,marriage_hall,24012,7
387,community_hall,19397,10
387,school,11408,14
387,college,7164,21
387,marriage_hall,4406,7
387,community_hall,3557,10
388,school,152535,14
388,college,95808,21
388,marriage_hall,59001,7
388,community_hall,47656,10
388,school,119382,14
388,college,74986,21
388,marriage_hall,46183,7
388,community_hall,37304,10
388,school,33153,14
388,college,20822,21
388,marriage_hall,12817,7
388,community_hall,10351,10
389,school,25040,14
389,college,15730,21
389,marriage_hall,9695,7
389,community_hall,7833,10
389,school,21971,14
389,college,13802,21
389,marriage_hall,8506,7
389,community_hall,6872,10
389,school,3069,14
389,college,1928,21
389,marriage_hall,1189,7
389,community_hall,961,10
390,school,31904,14
390,college,20047,21
390,marriage_hall,12372,7
390,community_hall,10001,10
390,school,28762,14
390,college,18073,21
390,marriage_hall,11154,7
390,community_hall,9016,10
390,school,3142,14
390,college,1974,21
390,marriage_hall,1218,7
390,community_hall,984,10
391,school,19250,14
391,college,12098,21
391,marriage_hall,7473,7
391,community_hall,6042,10
391,school,18365,14
391,college,11542,21
391,marriage_hall,7130,7
391,community_hall,5765,10
391,school,885,14
391,college,556,21
391,marriage_hall,342,7
391,community_hall,277,10
392,school,26674,14
392,college,16765,21
392,marriage_hall,10361,7
392,community_hall,8380,10
392,school,24499,14
392,college,15399,21
392,marriage_hall,9518,7
392,community_hall,7698,10
392,school,2174,14
392,college,1366,21
392,marriage_hall,843,7
392,community_hall,681,10
393,school,72181,14
393,college,45372,21
393,marriage_hall,28052,7
393,community_hall,22691,10
393,school,63603,14
393,college,39983,21
393,marriage_hall,24728,7
393,community_hall,20004,10
393,school,8577,14
393,college,5389,21
393,marriage_hall,3324,7
393,community_hall,2686,10
394,school,26698,14
394,college,16781,21
394,marriage_hall,10373,7
394,community_hall,8390,10
394,school,25217,14
394,college,15851,21
394,marriage_hall,9799,7
394,community_hall,7926,10
394,school,1480,14
394,college,930,21
394,marriage_hall,574,7
394,community_hall,464,10
395,school,69093,14
395,college,43434,21
395,marriage_hall,26863,7
395,community_hall,21731,10
395,school,63794,14
395,college,40105,21
395,marriage_hall,24809,7
395,community_hall,20071,10
395,school,5298,14
395,college,3329,21
395,marriage_hall,2053,7
395,community_hall,1659,10
396,school,42108,14
396,college,26459,21
396,marriage_hall,16327,7
396,community_hall,13197,10
396,school,35711,14
396,college,22439,21
396,marriage_hall,13846,7
396,community_hall,11192,10
396,school,6397,14
396,college,4019,21
396,marriage_hall,2481,7
396,community_hall,2005,10
397,school,52939,14
397,college,33257,21
397,marriage_hall,20501,7
397,community_hall,16565,10
397,school,49130,14
397,college,30865,21
397,marriage_hall,19025,7
397,community_hall,15372,10
397,school,3808,14
397,college,2392,21
397,marriage_hall,1476,7
397,community_hall,1193,10
398,school,60251,14
398,college,37867,21
398,marriage_hall,23396,7
398,community_hall,18919,10
398,school,50380,14
398,college,31664,21
398,marriage_hall,19564,7
398,community_hall,15821,10
398,school,9870,14
398,college,6203,21
398,marriage_hall,3831,7
398,community_hall,3098,10
399,school,26591,14
399,college,16705,21
399,marriage_hall,10298,7
399,community_hall,8321,10
399,school,24439,14
399,college,15353,21
399,marriage_hall,9464,7
399,community_hall,7647,10
399,school,2151,14
399,college,1351,21
399,marriage_hall,833,7
399,community_hall,673,10
400,school,28655,14
400,college,18005,21
400,marriage_hall,11109,7
400,community_hall,8979,10
400,school,19767,14
400,college,12422,21
400,marriage_hall,7669,7
400,community_hall,6200,10
400,school,8888,14
400,college,5583,21
400,marriage_hall,3440,7
400,community_hall,2779,10
401,school,102286,14
401,college,64257,21
401,marriage_hall,39606,7
401,community_hall,32000,10
401,school,91825,14
401,college,57688,21
401,marriage_hall,35566,7
401,community_hall,28738,10
401,school,10460,14
401,college,6568,21
401,marriage_hall,4040,7
401,community_hall,3262,10
402,school,36955,14
402,college,23217,21
402,marriage_hall,14315,7
402,community_hall,11568,10
402,school,33667,14
402,college,21152,21
402,marriage_hall,13043,7
402,community_hall,10540,10
402,school,3287,14
402,college,2065,21
402,marriage_hall,1272,7
402,community_hall,1027,10
403,school,65278,14
403,college,41029,21
403,marriage_hall,25353,7
403,community_hall,20503,10
403,school,54599,14
403,college,34320,21
403,marriage_hall,21217,7
403,community_hall,17161,10
403,school,10679,14
403,college,6709,21
403,marriage_hall,4135,7
403,community_hall,3341,10
404,school,52466,14
404,college,32966,21
404,marriage_hall,20340,7
404,community_hall,16440,10
404,school,33117,14
404,college,20810,21
404,marriage_hall,12846,7
404,community_hall,10385,10
404,school,19349,14
404,college,12155,21
404,marriage_hall,7493,7
404,community_hall,6054,10
405,school,70256,14
405,college,44137,21
405,marriage_hall,27211,7
405,community_hall,21988,10
405,school,60531,14
405,college,38029,21
405,marriage_hall,23450,7
405,community_hall,18950,10
405,school,9725,14
405,college,6108,21
405,marriage_hall,3761,7
405,community_hall,3038,10
406,school,115557,14
406,college,72598,21
406,marriage_hall,44761,7
406,community_hall,36169,10
406,school,86199,14
406,college,54160,21
406,marriage_hall,33409,7
406,community_hall,27001,10
406,school,29357,14
406,college,18438,21
406,marriage_hall,11351,7
406,community_hall,9167,10
407,school,35577,14
407,college,22347,21
407,marriage_hall,13765,7
407,community_hall,11119,10
407,school,31794,14
407,college,19971,21
407,marriage_hall,12301,7
407,community_hall,9936,10
407,school,3782,14
407,college,2376,21
407,marriage_hall,1464,7
407,community_hall,1182,10
408,school,66262,14
408,college,41613,21
408,marriage_hall,25604,7
408,community_hall,20675,10
408,school,54465,14
408,college,34202,21
408,marriage_hall,21038,7
408,community_hall,16986,10
408,school,11797,14
408,college,7410,21
408,marriage_hall,4566,7
408,community_hall,3688,10
409,school,144280,14
409,college,90613,21
409,marriage_hall,55771,7
409,community_hall,45038,10
409,school,88728,14
409,college,55720,21
409,marriage_hall,34280,7
409,community_hall,27679,10
409,school,55551,14
409,college,34893,21
409,marriage_hall,21490,7
409,community_hall,17359,10
410,school,175623,14
410,college,110309,21
410,marriage_hall,67927,7
410,community_hall,54865,10
410,school,111556,14
410,college,70070,21
410,marriage_hall,43153,7
410,community_hall,34856,10
410,school,64066,14
410,college,40238,21
410,marriage_hall,24774,7
410,community_hall,20008,10
411,school,45038,14
411,college,28304,21
411,marriage_hall,17479,7
411,community_hall,14132,10
411,school,39827,14
411,college,25030,21
411,marriage_hall,15461,7
411,community_hall,12501,10
411,school,5211,14
411,college,3274,21
411,marriage_hall,2018,7
411,community_hall,1631,10
412,school,34555,14
412,college,21704,21
412,marriage_hall,13364,7
412,community_hall,10794,10
412,school,28100,14
412,college,17649,21
412,marriage_hall,10866,7
412,community_hall,8776,10
412,school,6455,14
412,college,4054,21
412,marriage_hall,2497,7
412,community_hall,2017,10
413,school,32371,14
413,college,20332,21
413,marriage_hall,12521,7
413,community_hall,10113,10
413,school,29034,14
413,college,18235,21
413,marriage_hall,11227,7
413,community_hall,9068,10
413,school,3337,14
413,college,2097,21
413,marriage_hall,1293,7
413,community_hall,1045,10
414,school,61201,14
414,college,38445,21
414,marriage_hall,23690,7
414,community_hall,19139,10
414,school,52812,14
414,college,33175,21
414,marriage_hall,20441,7
414,community_hall,16514,10
414,school,8388,14
414,college,5270,21
414,marriage_hall,3248,7
414,community_hall,2624,10
415,school,6012,14
415,college,3775,21
415,marriage_hall,2321,7
415,community_hall,1873,10
415,school,5054,14
415,college,3173,21
415,marriage_hall,1950,7
415,community_hall,1574,10
415,school,957,14
415,college,601,21
415,marriage_hall,370,7
415,community_hall,299,10
416,school,23158,14
416,college,14549,21
416,marriage_hall,8971,7
416,community_hall,7249,10
416,school,18970,14
416,college,11917,21
416,marriage_hall,7347,7
416,community_hall,5936,10
416,school,4187,14
416,college,2631,21
416,marriage_hall,1624,7
416,community_hall,1312,10
417,school,11030,14
417,college,6928,21
417,marriage_hall,4266,7
417,community_hall,3446,10
417,school,9749,14
417,college,6123,21
417,marriage_hall,3770,7
417,community_hall,3045,10
417,school,1281,14
417,college,804,21
417,marriage_hall,495,7
417,community_hall,400,10
418,school,29705,14
418,college,18656,21
418,marriage_hall,11486,7
418,community_hall,9276,10
418,school,25103,14
418,college,15767,21
418,marriage_hall,9711,7
418,community_hall,7844,10
418,school,4601,14
418,college,2889,21
418,marriage_hall,1774,7
418,community_hall,1431,10
419,school,84078,14
419,college,52775,21
419,marriage_hall,32390,7
419,community_hall,26130,10
419,school,64088,14
419,college,40233,21
419,marriage_hall,24708,7
419,community_hall,19937,10
419,school,19990,14
419,college,12542,21
419,marriage_hall,7681,7
419,community_hall,6192,10
420,school,72608,14
420,college,45567,21
420,marriage_hall,27938,7
420,community_hall,22530,10
420,school,54203,14
420,college,34018,21
420,marriage_hall,20864,7
420,community_hall,16827,10
420,school,18405,14
420,college,11548,21
420,marriage_hall,7074,7
420,community_hall,5702,10
421,school,87039,14
421,college,54639,21
421,marriage_hall,33551,7
421,community_hall,27071,10
421,school,32497,14
421,college,20401,21
421,marriage_hall,12529,7
421,community_hall,10110,10
421,school,54541,14
421,college,34238,21
421,marriage_hall,21021,7
421,community_hall,16960,10
422,school,33873,14
422,college,21271,21
422,marriage_hall,13083,7
422,community_hall,10562,10
422,school,26081,14
422,college,16379,21
422,marriage_hall,10079,7
422,community_hall,8139,10
422,school,7792,14
422,college,4891,21
422,marriage_hall,3003,7
422,community_hall,2423,10
423,school,74441,14
423,college,46750,21
423,marriage_hall,28770,7
423,community_hall,23232,10
423,school,61789,14
423,college,38808,21
423,marriage_hall,23893,7
423,community_hall,19297,10
423,school,12652,14
423,college,7942,21
423,marriage_hall,4876,7
423,community_hall,3934,10
424,school,62248,14
424,college,39090,21
424,marriage_hall,24046,7
424,community_hall,19414,10
424,school,51558,14
424,college,32380,21
424,marriage_hall,19927,7
424,community_hall,16091,10
424,school,10690,14
424,college,6710,21
424,marriage_hall,4118,7
424,community_hall,3322,10
425,school,75839,14
425,college,47622,21
425,marriage_hall,29286,7
425,community_hall,23642,10
425,school,58762,14
425,college,36902,21
425,marriage_hall,22705,7
425,community_hall,18333,10
425,school,17077,14
425,college,10719,21
425,marriage_hall,6580,7
425,community_hall,5309,10
426,school,44091,14
426,college,27700,21
426,marriage_hall,17077,7
426,community_hall,13799,10
426,school,38700,14
426,college,24315,21
426,marriage_hall,14996,7
426,community_hall,12118,10
426,school,5390,14
426,college,3385,21
426,marriage_hall,2081,7
426,community_hall,1680,10
427,school,102906,14
427,college,64639,21
427,marriage_hall,39819,7
427,community_hall,32166,10
427,school,72478,14
427,college,45535,21
427,marriage_hall,28080,7
427,community_hall,22692,10
427,school,30428,14
427,college,19104,21
427,marriage_hall,11739,7
427,community_hall,9474,10
428,school,55032,14
428,college,34581,21
428,marriage_hall,21344,7
428,community_hall,17253,10
428,school,44235,14
428,college,27800,21
428,marriage_hall,17172,7
428,community_hall,13885,10
428,school,10797,14
428,college,6780,21
428,marriage_hall,4171,7
